event_type,event_coordsys,hpc_x,hpc_y,hgc_x,hgc_y,start_time,end_time,frm_name,obs_observatory,obs_instrument,kb_archivid,HER event summary
FL,UTC-HGS-TOPO,0.0,122.5554,123.52791,0,2011-03-06T16:25:00,2011-03-06T16:33:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173005_20110306162500,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173005_20110306162500
FL,UTC-HGS-TOPO,67.0182,254.7246,84.907344,8,2011-03-09T22:03:00,2011-03-09T22:14:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173051_20110309220300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173051_20110309220300
FL,UTC-HGS-TOPO,-858.1560000000001,-335.103,35.7955,-21,2011-05-28T08:43:00,2011-05-28T09:06:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110907_162659_20110528084300,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110907_162659_20110528084300
FL,UTC-HGS-TOPO,0.0,122.5602,126.76677,0,2011-03-06T10:31:00,2011-03-06T10:55:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172957_20110306103100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172957_20110306103100
FL,UTC-HGS-TOPO,-632.802,-182.4894,-154.30298,-16,2011-03-24T12:01:00,2011-03-24T12:11:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173225_20110324120100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173225_20110324120100
FL,UTC-HGS-TOPO,0.0,117.8634,-20.25795,0,2011-02-18T06:27:00,2011-02-18T06:39:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172715_20110218062700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172715_20110218062700
FL,UTC-HGS-TOPO,0.0,118.2168,-28.2049,0,2011-02-18T20:56:00,2011-02-18T21:14:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172728_20110218205600,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172728_20110218205600
FL,UTC-HGS-TOPO,0.0,122.5572,124.47944,0,2011-03-06T14:41:00,2011-03-06T14:47:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173002_20110306144100,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173002_20110306144100
FL,UTC-HGS-TOPO,0.0,116.5728,6.5085892,0,2011-02-16T05:40:00,2011-02-16T05:55:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_172652_20110216054000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_172652_20110216054000
FL,UTC-HGS-TOPO,704.58,370.3752,64.338516,18,2011-03-14T23:17:00,2011-03-14T23:51:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173142_20110314231700,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173142_20110314231700
FL,UTC-HGS-TOPO,0.0,-67.5366,-73.96571999999999,0,2010-11-05T00:48:00,2010-11-05T01:02:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20101105_023602_20101105004800,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20101105_023602_20101105004800
FL,UTC-HGS-TOPO,-33.44982,271.3956,91.470846,9,2011-03-08T23:10:00,2011-03-08T23:19:00,SWPC,GOES,GOES,ivo://helio-informatics.org/FL_SECstandard_20110509_173038_20110308231000,https://www.lmsal.com/hek/her?cmd=view-voevent&ivorn=ivo%3A%2F%2Fhelio-informatics.org%2FFL_SECstandard_20110509_173038_20110308231000
